"Source.Label","Target.Label","Subject","SentDate","SentTime","Source","Target","MainSubject"
"Linnea Bergen","Dylan Scozzese","re: upcoming birthdays",2014-01-06,"11:00",39,38,"Non-work related"
"Linnea Bergen","Lucas Alcazar","re: upcoming birthdays",2014-01-06,"11:00",39,40,"Non-work related"
"Linnea Bergen","Isak Baza","re: upcoming birthdays",2014-01-06,"11:00",39,41,"Non-work related"
"Linnea Bergen","Nils Calixto","re: upcoming birthdays",2014-01-06,"11:00",39,42,"Non-work related"
"Linnea Bergen","Sven Flecha","re: upcoming birthdays",2014-01-06,"11:00",39,43,"Non-work related"
"Linnea Bergen","Hideki Cocinaro","re: upcoming birthdays",2014-01-06,"11:00",39,53,"Non-work related"
"Linnea Bergen","Inga Ferro","re: upcoming birthdays",2014-01-06,"11:00",39,54,"Non-work related"
"Linnea Bergen","Loreto Bodrogi","re: upcoming birthdays",2014-01-06,"11:00",39,52,"Non-work related"
"Linnea Bergen","Isia Vann","re: upcoming birthdays",2014-01-06,"11:00",39,49,"Non-work related"
"Linnea Bergen","Stenig Fusil","re: upcoming birthdays",2014-01-06,"11:00",39,46,"Non-work related"
"Linnea Bergen","Hennie Osvaldo","re: upcoming birthdays",2014-01-06,"11:00",39,48,"Non-work related"
"Linnea Bergen","Kanon Herrero","re: upcoming birthdays",2014-01-06,"11:00",39,44,"Non-work related"
"Linnea Bergen","Varja Lagos","re: upcoming birthdays",2014-01-06,"11:00",39,45,"Non-work related"
"Linnea Bergen","Minke Mies","re: upcoming birthdays",2014-01-06,"11:00",39,47,"Non-work related"
"Linnea Bergen","Felix Resumir","re: upcoming birthdays",2014-01-06,"11:00",39,51,"Non-work related"
"Linnea Bergen","Edvard Vann","re: upcoming birthdays",2014-01-06,"11:00",39,50,"Non-work related"
"Linnea Bergen","Emile Arpa","re: upcoming birthdays",2014-01-06,"11:00",39,27,"Non-work related"
"Linnea Bergen","Varro Awelon","re: upcoming birthdays",2014-01-06,"11:00",39,28,"Non-work related"
"Linnea Bergen","Mat Bramar","re: upcoming birthdays",2014-01-06,"11:00",39,1,"Non-work related"
"Linnea Bergen","Dante Coginian","re: upcoming birthdays",2014-01-06,"11:00",39,29,"Non-work related"
"Linnea Bergen","Carla Forluniau","re: upcoming birthdays",2014-01-06,"11:00",39,6,"Non-work related"
"Linnea Bergen","Linda Lagos","re: upcoming birthdays",2014-01-06,"11:00",39,4,"Non-work related"
"Linnea Bergen","Cornelia Lais","re: upcoming birthdays",2014-01-06,"11:00",39,7,"Non-work related"
"Linnea Bergen","Ruscella Mies Haber","re: upcoming birthdays",2014-01-06,"11:00",39,5,"Non-work related"
"Linnea Bergen","Anda Ribera","re: upcoming birthdays",2014-01-06,"11:00",39,2,"Non-work related"
"Loreto Bodrogi","Ingrid Barranco","plants",2014-01-06,"11:04",52,23,"Non-work related"
"Linnea Bergen","Rachel Pantanal","re: upcoming birthdays",2014-01-06,"11:16",39,3,"Non-work related"
"Linnea Bergen","Lars Azada","re: upcoming birthdays",2014-01-06,"11:16",39,14,"Non-work related"
"Linnea Bergen","Felix Balas","re: upcoming birthdays",2014-01-06,"11:16",39,15,"Non-work related"
"Linnea Bergen","Isande Borrasca","re: upcoming birthdays",2014-01-06,"11:16",39,9,"Non-work related"
"Linnea Bergen","Axel Calzas","re: upcoming birthdays",2014-01-06,"11:16",39,10,"Non-work related"
"Linnea Bergen","Gustav Cazar","re: upcoming birthdays",2014-01-06,"11:16",39,19,"Non-work related"
"Linnea Bergen","Lidelse Dedos","re: upcoming birthdays",2014-01-06,"11:16",39,16,"Non-work related"
"Linnea Bergen","Birgitta Frente","re: upcoming birthdays",2014-01-06,"11:16",39,17,"Non-work related"
"Linnea Bergen","Vira Frente","re: upcoming birthdays",2014-01-06,"11:16",39,20,"Non-work related"
"Linnea Bergen","Adra Nubarron","re: upcoming birthdays",2014-01-06,"11:16",39,18,"Non-work related"
"Linnea Bergen","Marin Onda","re: upcoming birthdays",2014-01-06,"11:16",39,8,"Non-work related"
"Linnea Bergen","Kare Orilla","re: upcoming birthdays",2014-01-06,"11:16",39,11,"Non-work related"
"Linnea Bergen","Elsa Orilla","re: upcoming birthdays",2014-01-06,"11:16",39,12,"Non-work related"
"Linnea Bergen","Brand Tempestad","re: upcoming birthdays",2014-01-06,"11:16",39,13,"Non-work related"
"Linnea Bergen","Ingrid Barranco","re: upcoming birthdays",2014-01-06,"11:16",39,23,"Non-work related"
"Linnea Bergen","Ada Campo-Corrente","re: upcoming birthdays",2014-01-06,"11:16",39,24,"Non-work related"
"Linnea Bergen","Sten Sanjorge Jr ","re: upcoming birthdays",2014-01-06,"11:16",39,22,"Non-work related"
"Linnea Bergen","Orhan Strum","re: upcoming birthdays",2014-01-06,"11:16",39,25,"Non-work related"
"Linnea Bergen","Willem Vasco-Pais","re: upcoming birthdays",2014-01-06,"11:16",39,21,"Non-work related"
"Linnea Bergen","Bertrand Ovan","re: upcoming birthdays",2014-01-06,"11:16",39,26,"Non-work related"
"Linnea Bergen","Albina Hafon","re: upcoming birthdays",2014-01-06,"11:16",39,30,"Non-work related"
"Linnea Bergen","Benito Hawelon","re: upcoming birthdays",2014-01-06,"11:16",39,31,"Non-work related"
"Linnea Bergen","Claudio Hawelon","re: upcoming birthdays",2014-01-06,"11:16",39,32,"Non-work related"
"Linnea Bergen","Henk Mies","re: upcoming birthdays",2014-01-06,"11:16",39,33,"Non-work related"
"Linnea Bergen","Valeria Morlun","re: upcoming birthdays",2014-01-06,"11:16",39,34,"Non-work related"
"Linnea Bergen","Adan Morlun","re: upcoming birthdays",2014-01-06,"11:16",39,35,"Non-work related"
"Linnea Bergen","Cecilia Morluniau","re: upcoming birthdays",2014-01-06,"11:16",39,36,"Non-work related"
"Linnea Bergen","Irene Nant","re: upcoming birthdays",2014-01-06,"11:16",39,37,"Non-work related"
"Linnea Bergen","Dylan Scozzese","re: upcoming birthdays",2014-01-06,"11:16",39,38,"Non-work related"
"Linnea Bergen","Lucas Alcazar","re: upcoming birthdays",2014-01-06,"11:16",39,40,"Non-work related"
"Linnea Bergen","Isak Baza","re: upcoming birthdays",2014-01-06,"11:16",39,41,"Non-work related"
"Linnea Bergen","Nils Calixto","re: upcoming birthdays",2014-01-06,"11:16",39,42,"Non-work related"
"Linnea Bergen","Sven Flecha","re: upcoming birthdays",2014-01-06,"11:16",39,43,"Non-work related"
"Linnea Bergen","Hideki Cocinaro","re: upcoming birthdays",2014-01-06,"11:16",39,53,"Non-work related"
"Linnea Bergen","Inga Ferro","re: upcoming birthdays",2014-01-06,"11:16",39,54,"Non-work related"
"Linnea Bergen","Loreto Bodrogi","re: upcoming birthdays",2014-01-06,"11:16",39,52,"Non-work related"
"Linnea Bergen","Isia Vann","re: upcoming birthdays",2014-01-06,"11:16",39,49,"Non-work related"
"Linnea Bergen","Stenig Fusil","re: upcoming birthdays",2014-01-06,"11:16",39,46,"Non-work related"
"Linnea Bergen","Hennie Osvaldo","re: upcoming birthdays",2014-01-06,"11:16",39,48,"Non-work related"
"Linnea Bergen","Kanon Herrero","re: upcoming birthdays",2014-01-06,"11:16",39,44,"Non-work related"
"Linnea Bergen","Varja Lagos","re: upcoming birthdays",2014-01-06,"11:16",39,45,"Non-work related"
"Linnea Bergen","Minke Mies","re: upcoming birthdays",2014-01-06,"11:16",39,47,"Non-work related"
"Linnea Bergen","Felix Resumir","re: upcoming birthdays",2014-01-06,"11:16",39,51,"Non-work related"
"Linnea Bergen","Edvard Vann","re: upcoming birthdays",2014-01-06,"11:16",39,50,"Non-work related"
"Linnea Bergen","Emile Arpa","re: upcoming birthdays",2014-01-06,"11:16",39,27,"Non-work related"
"Linnea Bergen","Varro Awelon","re: upcoming birthdays",2014-01-06,"11:16",39,28,"Non-work related"
"Linnea Bergen","Mat Bramar","re: upcoming birthdays",2014-01-06,"11:16",39,1,"Non-work related"
"Linnea Bergen","Dante Coginian","re: upcoming birthdays",2014-01-06,"11:16",39,29,"Non-work related"
"Linnea Bergen","Carla Forluniau","re: upcoming birthdays",2014-01-06,"11:16",39,6,"Non-work related"
"Linnea Bergen","Linda Lagos","re: upcoming birthdays",2014-01-06,"11:16",39,4,"Non-work related"
"Linnea Bergen","Cornelia Lais","re: upcoming birthdays",2014-01-06,"11:16",39,7,"Non-work related"
"Linnea Bergen","Ruscella Mies Haber","re: upcoming birthdays",2014-01-06,"11:16",39,5,"Non-work related"
"Linnea Bergen","Anda Ribera","re: upcoming birthdays",2014-01-06,"11:16",39,2,"Non-work related"
"Lucas Alcazar","Nils Calixto","gt-seismicprocessorpro bug report",2014-01-06,"11:23",40,42,"Work related"
"Lucas Alcazar","Sven Flecha","gt-seismicprocessorpro bug report",2014-01-06,"11:23",40,43,"Work related"
"Isak Baza","Lucas Alcazar","re: gt-seismicprocessorpro bug report",2014-01-06,"11:34",41,40,"Work related"
"Lucas Alcazar","Isak Baza","re: gt-seismicprocessorpro bug report",2014-01-06,"11:40",40,41,"Work related"
"Sten Sanjorge Jr.","Orhan Strum","ipo",2014-01-06,"11:53",22,25,"Work related"
"Sten Sanjorge Jr.","Willem Vasco-Pais","ipo",2014-01-06,"11:53",22,21,"Work related"
"Mat Bramar","Anda Ribera","craft night",2014-01-06,"12:05",1,2,"Non-work related"
"Mat Bramar","Rachel Pantanal","craft night",2014-01-06,"12:05",1,3,"Non-work related"
"Mat Bramar","Linda Lagos","craft night",2014-01-06,"12:05",1,4,"Non-work related"
"Mat Bramar","Ruscella Mies Haber","craft night",2014-01-06,"12:05",1,5,"Non-work related"
"Mat Bramar","Carla Forluniau","craft night",2014-01-06,"12:05",1,6,"Non-work related"
"Mat Bramar","Cornelia Lais","craft night",2014-01-06,"12:05",1,7,"Non-work related"
"Lucas Alcazar","Isak Baza","re: gt-seismicprocessorpro bug report",2014-01-06,"12:05",40,41,"Work related"
"Ingrid Barranco","Loreto Bodrogi","re: plants",2014-01-06,"12:15",23,52,"Non-work related"
"Axel Calzas","Felix Balas","wellhead flow rate data",2014-01-06,"12:15",10,15,"Work related"
"Axel Calzas","Lars Azada","wellhead flow rate data",2014-01-06,"12:15",10,14,"Work related"
"Axel Calzas","Elsa Orilla","wellhead flow rate data",2014-01-06,"12:15",10,12,"Work related"
"Axel Calzas","Birgitta Frente","wellhead flow rate data",2014-01-06,"12:15",10,17,"Work related"
"Axel Calzas","Kare Orilla","wellhead flow rate data",2014-01-06,"12:15",10,11,"Work related"
"Axel Calzas","Isande Borrasca","wellhead flow rate data",2014-01-06,"12:15",10,9,"Work related"
"Axel Calzas","Gustav Cazar","wellhead flow rate data",2014-01-06,"12:15",10,19,"Work related"
"Axel Calzas","Vira Frente","wellhead flow rate data",2014-01-06,"12:15",10,20,"Work related"
"Lars Azada","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:21",14,17,"Work related"
"Lars Azada","Felix Balas","re: wellhead flow rate data",2014-01-06,"12:21",14,15,"Work related"
"Stenig Fusil","Orhan Strum","re: service anniversary",2014-01-06,"12:28",46,25,"Work related"
"Orhan Strum","Stenig Fusil","re: service anniversary",2014-01-06,"12:28",25,46,"Work related"
"Albina Hafon","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,29,"Work related"
"Albina Hafon","Irene Nant","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,37,"Work related"
"Albina Hafon","Dylan Scozzese","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,38,"Work related"
"Albina Hafon","Benito Hawelon","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,31,"Work related"
"Albina Hafon","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,34,"Work related"
"Albina Hafon","Adan Morlun","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,35,"Work related"
"Albina Hafon","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"12:30",30,27,"Work related"
"Nils Calixto","Sven Flecha","re: gt-seismicprocessorpro bug report",2014-01-06,"12:34",42,43,"Work related"
"Felix Balas","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:36",15,17,"Work related"
"Felix Balas","Lars Azada","re: wellhead flow rate data",2014-01-06,"12:36",15,14,"Work related"
"Felix Balas","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:37",15,17,"Work related"
"Felix Balas","Lars Azada","re: wellhead flow rate data",2014-01-06,"12:37",15,14,"Work related"
"Lars Azada","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"12:39",14,17,"Work related"
"Lars Azada","Felix Balas","re: wellhead flow rate data",2014-01-06,"12:39",14,15,"Work related"
"Loreto Bodrogi","Varja Lagos","re: patrol schedule changes",2014-01-06,"12:44",52,45,"Work related"
"Loreto Bodrogi","Hennie Osvaldo","re: patrol schedule changes",2014-01-06,"12:44",52,48,"Work related"
"Loreto Bodrogi","Inga Ferro","re: patrol schedule changes",2014-01-06,"12:44",52,54,"Work related"
"Loreto Bodrogi","Ingrid Barranco","re: plants",2014-01-06,"12:48",52,23,"Non-work related"
"Willem Vasco-Pais","Orhan Strum","re: ipo",2014-01-06,"12:56",21,25,"Work related"
"Anda Ribera","Valeria Morlun","favor - borrow hedge trimmer",2014-01-06,"13:01",2,34,"Work related"
"Orhan Strum","Willem Vasco-Pais","re: ipo",2014-01-06,"13:05",25,21,"Work related"
"Benito Hawelon","Adan Morlun","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,35,"Work related"
"Benito Hawelon","Claudio Hawelon","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,32,"Work related"
"Benito Hawelon","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,34,"Work related"
"Benito Hawelon","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,28,"Work related"
"Benito Hawelon","Albina Hafon","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,30,"Work related"
"Benito Hawelon","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,27,"Work related"
"Benito Hawelon","Irene Nant","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,37,"Work related"
"Benito Hawelon","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"13:07",31,29,"Work related"
"Felix Resumir","Hideki Cocinaro","re: inspection request for site",2014-01-06,"13:08",51,53,"Work related"
"Felix Resumir","Inga Ferro","re: inspection request for site",2014-01-06,"13:08",51,54,"Work related"
"Felix Resumir","Varja Lagos","re: inspection request for site",2014-01-06,"13:08",51,45,"Work related"
"Felix Resumir","Kanon Herrero","re: inspection request for site",2014-01-06,"13:08",51,44,"Work related"
"Felix Resumir","Stenig Fusil","re: inspection request for site",2014-01-06,"13:08",51,46,"Work related"
"Felix Resumir","Hennie Osvaldo","re: inspection request for site",2014-01-06,"13:08",51,48,"Work related"
"Felix Resumir","Isia Vann","re: inspection request for site",2014-01-06,"13:08",51,49,"Work related"
"Felix Resumir","Edvard Vann","re: inspection request for site",2014-01-06,"13:08",51,50,"Work related"
"Felix Resumir","Loreto Bodrogi","re: inspection request for site",2014-01-06,"13:08",51,52,"Work related"
"Bertrand Ovan","Emile Arpa","facilities preparations for vip visit",2014-01-06,"13:14",26,27,"Work related"
"Bertrand Ovan","Varro Awelon","facilities preparations for vip visit",2014-01-06,"13:14",26,28,"Work related"
"Bertrand Ovan","Dante Coginian","facilities preparations for vip visit",2014-01-06,"13:14",26,29,"Work related"
"Bertrand Ovan","Albina Hafon","facilities preparations for vip visit",2014-01-06,"13:14",26,30,"Work related"
"Bertrand Ovan","Benito Hawelon","facilities preparations for vip visit",2014-01-06,"13:14",26,31,"Work related"
"Bertrand Ovan","Claudio Hawelon","facilities preparations for vip visit",2014-01-06,"13:14",26,32,"Work related"
"Bertrand Ovan","Henk Mies","facilities preparations for vip visit",2014-01-06,"13:14",26,33,"Work related"
"Bertrand Ovan","Valeria Morlun","facilities preparations for vip visit",2014-01-06,"13:14",26,34,"Work related"
"Bertrand Ovan","Adan Morlun","facilities preparations for vip visit",2014-01-06,"13:14",26,35,"Work related"
"Bertrand Ovan","Cecilia Morluniau","facilities preparations for vip visit",2014-01-06,"13:14",26,36,"Work related"
"Bertrand Ovan","Irene Nant","facilities preparations for vip visit",2014-01-06,"13:14",26,37,"Work related"
"Bertrand Ovan","Dylan Scozzese","facilities preparations for vip visit",2014-01-06,"13:14",26,38,"Work related"
"Felix Balas","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"13:16",15,17,"Work related"
"Felix Balas","Lars Azada","re: wellhead flow rate data",2014-01-06,"13:16",15,14,"Work related"
"Ingrid Barranco","Loreto Bodrogi","re: plants",2014-01-06,"13:21",23,52,"Non-work related"
"Birgitta Frente","Lars Azada","re: wellhead flow rate data",2014-01-06,"13:23",17,14,"Work related"
"Birgitta Frente","Felix Balas","re: wellhead flow rate data",2014-01-06,"13:23",17,15,"Work related"
"Carla Forluniau","Mat Bramar","question - protocol for vip visit",2014-01-06,"13:24",6,1,"Work related"
"Carla Forluniau","Anda Ribera","question - protocol for vip visit",2014-01-06,"13:24",6,2,"Work related"
"Carla Forluniau","Rachel Pantanal","question - protocol for vip visit",2014-01-06,"13:24",6,3,"Work related"
"Carla Forluniau","Linda Lagos","question - protocol for vip visit",2014-01-06,"13:24",6,4,"Work related"
"Carla Forluniau","Ruscella Mies Haber","question - protocol for vip visit",2014-01-06,"13:24",6,5,"Work related"
"Carla Forluniau","Cornelia Lais","question - protocol for vip visit",2014-01-06,"13:24",6,7,"Work related"
"Loreto Bodrogi","Ingrid Barranco","re: plants",2014-01-06,"13:26",52,23,"Non-work related"
"Anda Ribera","Mat Bramar","re: craft night",2014-01-06,"13:29",2,1,"Non-work related"
"Anda Ribera","Rachel Pantanal","re: craft night",2014-01-06,"13:29",2,3,"Non-work related"
"Anda Ribera","Linda Lagos","re: craft night",2014-01-06,"13:29",2,4,"Non-work related"
"Anda Ribera","Ruscella Mies Haber","re: craft night",2014-01-06,"13:29",2,5,"Non-work related"
"Anda Ribera","Carla Forluniau","re: craft night",2014-01-06,"13:29",2,6,"Non-work related"
"Anda Ribera","Cornelia Lais","re: craft night",2014-01-06,"13:29",2,7,"Non-work related"
"Claudio Hawelon","Irene Nant","route suggestion for next shift",2014-01-06,"13:35",32,37,"Work related"
"Claudio Hawelon","Cecilia Morluniau","route suggestion for next shift",2014-01-06,"13:35",32,36,"Work related"
"Claudio Hawelon","Dylan Scozzese","route suggestion for next shift",2014-01-06,"13:35",32,38,"Work related"
"Hennie Osvaldo","Kanon Herrero","concert tickets",2014-01-06,"13:42",48,44,"Non-work related"
"Cornelia Lais","Mat Bramar","re: craft night",2014-01-06,"13:48",7,1,"Non-work related"
"Cornelia Lais","Anda Ribera","re: craft night",2014-01-06,"13:48",7,2,"Non-work related"
"Cornelia Lais","Rachel Pantanal","re: craft night",2014-01-06,"13:48",7,3,"Non-work related"
"Cornelia Lais","Linda Lagos","re: craft night",2014-01-06,"13:48",7,4,"Non-work related"
"Cornelia Lais","Ruscella Mies Haber","re: craft night",2014-01-06,"13:48",7,5,"Non-work related"
"Cornelia Lais","Carla Forluniau","re: craft night",2014-01-06,"13:48",7,6,"Non-work related"
"Valeria Morlun","Anda Ribera","re: favor - borrow hedge trimmer",2014-01-06,"13:49",34,2,"Work related"
"Cecilia Morluniau","Ingrid Barranco","supplies",2014-01-06,"13:54",36,23,"Work related"
"Anda Ribera","Valeria Morlun","re: favor - borrow hedge trimmer",2014-01-06,"13:59",2,34,"Work related"
"Adan Morlun","Claudio Hawelon","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,32,"Work related"
"Adan Morlun","Benito Hawelon","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,31,"Work related"
"Adan Morlun","Henk Mies","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,33,"Work related"
"Adan Morlun","Dylan Scozzese","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,38,"Work related"
"Adan Morlun","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,34,"Work related"
"Adan Morlun","Irene Nant","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,37,"Work related"
"Adan Morlun","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,29,"Work related"
"Adan Morlun","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,27,"Work related"
"Adan Morlun","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"13:59",35,28,"Work related"
"Varro Awelon","Benito Hawelon","re: don't text and drive!",2014-01-06,"14:01",28,31,"Work related"
"Varro Awelon","Cecilia Morluniau","re: don't text and drive!",2014-01-06,"14:01",28,36,"Work related"
"Varro Awelon","Albina Hafon","re: don't text and drive!",2014-01-06,"14:01",28,30,"Work related"
"Varro Awelon","Dante Coginian","re: don't text and drive!",2014-01-06,"14:01",28,29,"Work related"
"Varro Awelon","Claudio Hawelon","re: don't text and drive!",2014-01-06,"14:01",28,32,"Work related"
"Dante Coginian","Lucas Alcazar","congratulations on your service anniversary",2014-01-06,"14:05",29,40,"Work related"
"Nils Calixto","Sven Flecha","re: gt-seismicprocessorpro bug report",2014-01-06,"14:16",42,43,"Work related"
"Willem Vasco-Pais","Orhan Strum","re: ipo",2014-01-06,"14:19",21,25,"Work related"
"Benito Hawelon","Claudio Hawelon","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,32,"Work related"
"Benito Hawelon","Dante Coginian","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,29,"Work related"
"Benito Hawelon","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,34,"Work related"
"Benito Hawelon","Albina Hafon","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,30,"Work related"
"Benito Hawelon","Emile Arpa","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,27,"Work related"
"Benito Hawelon","Cecilia Morluniau","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,36,"Work related"
"Benito Hawelon","Adan Morlun","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,35,"Work related"
"Benito Hawelon","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"14:19",31,28,"Work related"
"Axel Calzas","Lars Azada","meeting",2014-01-06,"14:22",10,14,"Work related"
"Dante Coginian","Valeria Morlun","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,34,"Work related"
"Dante Coginian","Albina Hafon","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,30,"Work related"
"Dante Coginian","Varro Awelon","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,28,"Work related"
"Dante Coginian","Benito Hawelon","re: new refueling policies - effective february 1",2014-01-06,"14:23",29,31,"Work related"
"Benito Hawelon","Dante Coginian","re: route suggestion for next shift",2014-01-06,"14:26",31,29,"Work related"
"Benito Hawelon","Albina Hafon","re: route suggestion for next shift",2014-01-06,"14:26",31,30,"Work related"
"Benito Hawelon","Henk Mies","re: route suggestion for next shift",2014-01-06,"14:26",31,33,"Work related"
"Nils Calixto","Sven Flecha","re: gt-seismicprocessorpro bug report",2014-01-06,"14:28",42,43,"Work related"
"Axel Calzas","Felix Balas","re: wellhead flow rate data",2014-01-06,"14:30",10,15,"Work related"
"Axel Calzas","Lars Azada","re: wellhead flow rate data",2014-01-06,"14:30",10,14,"Work related"
"Axel Calzas","Elsa Orilla","re: wellhead flow rate data",2014-01-06,"14:30",10,12,"Work related"
"Axel Calzas","Birgitta Frente","re: wellhead flow rate data",2014-01-06,"14:30",10,17,"Work related"
"Axel Calzas","Kare Orilla","re: wellhead flow rate data",2014-01-06,"14:30",10,11,"Work related"
"Axel Calzas","Isande Borrasca","re: wellhead flow rate data",2014-01-06,"14:30",10,9,"Work related"
"Axel Calzas","Gustav Cazar","re: wellhead flow rate data",2014-01-06,"14:30",10,19,"Work related"
"Axel Calzas","Vira Frente","re: wellhead flow rate data",2014-01-06,"14:30",10,20,"Work related"
